text,age,label,assessment,Война и мир,Игра в войну ,Реальность виртуального ,Антимилитаризм,Свой-чужой ,Патриотизм ,Положительная оценка СССР,Отрицательная оценка СССР,Критика 90-ых годов / Все о 90-ых,Клюква,Политическая ирония,Образ будущего ,Повесточка,Запрос на социальную справедливость и равенство,Запрос на объективность ,Запрос на альтернативность ,Запрос на субъектность ,Негативный национализм,Позитивный национализм ,Поддержка СВО,Критика СВО,СВО и ее последствия,Актуальные проблемы ,Критика власти/режима,Поддержка власти/режима,Принадлежность к идеологии: левый,Принадлежность к идеологии: правый,Принадлежность к идеологии: либерал/центрист,Ценности: гуманизм/антигуманизм,Мобилизационный и/или мотивационный потенциал ,Международная и/или мировая политика,Оппозиция,Личности и\или политики,Образ народа,Иное
"Wolfenstein: The New Order это классический старый добрый шутан с старыми механиками здоровья и брони, в последнее время я как то особо не прохожу шутеры так как они мне поднадоели но Wolfenstein: The New Order смог меня порадовать и подарить мне удовольствие.

На мое удивление мне в шутере смог  понравится сюжет вот прям понравится понравится. Во первых сама по себе страшная но интересная концепция, что если бы Третий Рейх победил во Второй Мировой. Особенно хочу отметить персонажей, они прям все до единого супер калоритные и запоминающиеся, что как по мне необычно для для вроде простенького шутера про отстрел нацистов. Вообщем мне сюжет понравился, даже очень, чего я не ожидал конечно.

В плане геймплея тут как по мне говорить особо нечего так Wolfenstein: The New Order это как я говорил ранее олдскульнный шутер с здоровьем и броней. Но мне было приятно играть и я смог смог получить удовольствие от стрельбы с крутых пушек и со стрельбы с двух рук крутыми пушками по нацистам. Хотя хочу заметить что игра довольно сложная, даже на среднем уровне сложности были моменты от которых немного припикало пукан и тут еще сам по себе ИИ врагов довольно неплохой, они постоянно тебя пушат, пытаются обойти и не стесняются использовать гранаты. По итогу скажу что мне игра с точки зрения геймплея мне понравилась.

В плане графики и атмосферы скажу лишь то что они здесь на довольно достойном уровне и мне все понравилось.

По итогу скажу что Wolfenstein: The New Order это крутой шутер в котором можно весело провести время отстреливая поганых нацистов.
",23-30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,23.10.2023,Положительный
"еврей, который унизил третий рейх",Любой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,20.10.2023,Положительный
"В ушах Eisbrecher,в кружке аpfelwein,а на компьютере Wolfenstein,jaaaaa!
МИНУСЫ😡
👎1)30 ФПС-Снова лок на 30 фпс в роликах...Если уж в ""олд блол"" они маленькие,то тут вполне длинные и их ограничивают в 30 фпс. 
👎2)СТЕЛС-Местами возможно пройти целую локацию по стелсу,но иногда у врагов появляется чуйка 90 LVL и фиг ты постелсишь.
👎3)СУБТИТРЫ-Зачем нужно писать ""йа"",""найн"" не переводя эти слова?Один фашист вообще постоянно вместо ""вы"" говорил ""фы фы фы фы""+еще и пишут""ихние"",а я вот думаю что это егошние,мда. 
👎4)ВЕРТИКАЛКА-Всю игру проходил с разорваным изображением...В игре вертикалка включена+еще на видяхе все включено,но нет,этого мало и нужно рвать изображение(возможно это у меня одного такая проблема было,черт его знает). 
👎5)БАГИ=Враги почкуются друг в друге(было около 2 раз за прохождение),враг респавнился в стене(он один такой""особенный""был,а все его друзьяшки бежали на меня). 
👎6)РАМКИ АМУНИЦИИ-С каждой миссией Бласковиц находит все больше и больше оружия,НО!,разрабы считают что вгонять игрока в рамки""слушай,вот это оружие на миссию мы игроку дадим,а вот это нет!""ЭТО ГЕНИАЛЬНО!!Дают снайперку на одной миссии,а после несколько миссий снайперок вообще не найдешь,тьфу...(о двухстволке я вообще молчу)
👎7)РЕЙНДЖ УДАРОВ-Очень странная дальность ударов у ножа из-за чего нужно прям носом уткнуться в противника что бы его ударить 
👎8)СМЕНА ОРУЖИЯ-Ок,на клавиши 1,2,3 меняется достаточно быстро оружие,НО,зачем тогда меню выбора оружия?Ну оно же настолько меееедленно меняеят оружие и толку от него 0.По началу душило,но потом привык и играл только на 1,2,3.4 
👎9)ПЕРКИ-Есть некая прокачка,но если честно,прокачать все перки за одно прохождение не получиться.Хотя...есть""не баг,а фича"" когда можно рестартить КТ до посинения.Лучше бы прокачка была чисто по сюжету или как коллекционки,а это давало бы стимул искать все коллекционки 
👎10)ФИНАЛЬНЫЙ БОСС ФАЙТ-Хоооооспаядя,ок,1 фаза проходится более менее нормально(дережабль?АГА!),но вторая фаза это кромешный ужас+кошмар=шиздец...Какой гений решил,что бы вся локация полыхала огнем+босс тебя в этом огне видел и настреливал+все оружие было практически бесполезным,а потому что в этой игре есть ЛАЙЗЕРНАЯ ПУШКА(я не знаю почему на ней такой акцент всю игру делают).И вот все горит,дымит,босс может сваншотить выстрелами,это какой то трэш.

ПЛЮСЫ😊
👍1)графика до сих пор вполне себе хорошая. 
👍2)Отличная стрельба и кровавость(особенно когда в голову попадаешь) 
👍3)Секретный уровень.""кошмар""-это такая ностальгия по временам пиксельных игр,сеги,снес(денди)+пока проходил эти уровни,то вспоминался Пашка с канала ""Kinamania""=D
👍4)Местами есть юморок который может вызвать улыбочку на лице(теже названия уровней сложности или при выходе из игры),но иногда на экарне какой то арт-хаус творится.
👍5)Отличная музыка которая напоминает DOOM 
👍6)Достойная атмосфера)) 7-Нет ДЛЦ. И многое другое из плюсов
ВЫВОД:Олд блод как то мне понравилась больше,но и эта ничего такая+там еще какие-то новые режимы открываются за сбор ""энигм"",но куда уж хлеще я не представляю...8 Полетов на луну из 10",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5.10.2023,Положительный
"Эта игра имба, ты можешь убивать нацистов так и их же оружием!",Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4.10.2023,Положительный
Мачить фашистов онлайн без регистрации маминой карты. 100 процентов лайк,Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4.10.2023,Положительный
ааааааааааааааааааааааа немцы,Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2.10.2023,Положительный
"Там есть польский еврей, обоссавший третий рейх.
А, за него мы и мочим нацистов",Любой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1.10.2023,Положительный
"[h1]Лучший перезапуск, который я видел[/h1]
Очень классно все сделано, Блажкович наконец перестал быть бесчувственной машиной для убийств. Игра обрела сюжет и да, для меня это удивительно, так как в детстве играл только в Wolfenstein 3D и Wolfenstein 2009. Картинка сделана мрачно и серо, что соответствует истории, т.к. уже в самом начале игры нужно совершить выбор кого оставить в живых.[b] Сам сюжет очень хорош [/b]. Концовка, [spoiler] искренне передает грусть, особенно если не знать, что все-таки он выжил, это рассказывает вторая часть [/spoiler]

[i]Стрельба - отдельный кайф [/i] Много пушек, у большей части (если не у всех) два разных типа стрельбы, да и их звуки прям офигенные. Да, названия такие, что язык поломаешь (например ""Лазеркрафтверк""), но это игра прежде всего про [b] немецких нацистов [/b], а в немецком языке много слов, в которых 15 и более букв, так что это неудивительно. 

Саундтрек также неплох, задает атмосферу, дает больше окунуться в мир победившего фашизма. Графика хоть и не прорывная, но тоже хороша. В некоторых катсценах прям очень классно сделана. Уровни сложности советую ставить не ниже среднего, так как даже UBER (максимальный уровень сложности), не является прямо-таки хардкорным, но в некоторых местах даже на среднем уровне сложности придется изрядно попотеть. 

Минусов как таковых нет, разве что русской озвучки нет, и на этом в принципе всё

[h1] В заключении могу сказать, что это отличная игра с приятным геймплеем, хорошим сюжетом и сама по себе прекрасна. Советую[/h1]

",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,27.9.2023,Положительный
"Хотел бы выделить несколько забавных аспекта игры, с которыми я столкнулся при прохождении игры.
Смешно, но интеллект противников в Wolfenstein близится к нулю. Пройти мимо трупа товарища как ни в чем не бывало? Без проблем! Смотреть впритык на ГГ, который стоит под освящением фонаря и не подавать виду? Это мы можем! Солдаты Третьего Рейха это слепые кроты, которые ничего не видят. Я могу стоять буквально в нескольких шагах от нацистов, и они всё равно меня не заметят, не исключаю что у Бласковица врожденный талант ассасина, может быть причина действительно в этом. 

А теперь давайте поговорим о нашем бессмертном супергерое Уильяме Бласковице. Ему пофиг на взрывы гранат в упор, как будто он их кушает на завтрак. К примеру в финальной сцене, от главного антагониста не остается живого места, а нашему Билли хоть бы хны, несколько потеков на лице, да и ладно! Я уверен, что у него внутри каленное железо вместо органов. Потому как по другому объяснить, что Бласковиц может стойко переносить десятки ножевых ранений в печень и желудок я не могу. Нацист засадил крюк ему в ребро? Не проблема! Для него это должно быть, как массаж – ну просто не почем. 
Еще у Бласковица есть свое уникальное смертоносное оружие. Это армейский нож с которым он никогда не расстается. В какую бы часть тела нациста он его не воткнул или не бросил - для нациста это будет последний удар в  жизни. Нож настолько мастерски смертельно заточен, что малейшая царапина в икру ноги или палец левой руки приводит к летальному исходу!

Но именно этим игра немного подкупает, своей лайтовостью и отключением мозга. Итак, Wolfenstein: The New Order - это реально забавный шутер, карнавал веселья, треша и крови, где вы - бессмертный герой, который призван очистить этот мир от нацисткой нечисти, словно чувствуется какая-то параллель с главными героями из фильма Бесславные Ублюдки. Обязательно поиграю в продолжение игры.

Бхатцы, кому понравился обзор, зайдите в профиль, поддержите канал на ютубе)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,25.9.2023,Положительный
"Играй и убивай тупых нацистов  за такого же тупого американца с шизой
Однозначно рекомендую",Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,17.9.2023,Положительный
"Довольно лёгенький шутер. Я на предпоследней сложности играла как будто на уровне ""нормально"". Стелс несложный, стрельба тоже довольно простая. Финальный босс сложный, но только 3 попытки. Потом он уже тебя молит об пощаде. Здесь вообще всё сложно пока не поймёшь, что с этим делать. Тут конечно не ожидалось увидеть порно. Было сложно, но я подрочила, так сказать. Игра на любителя, но эта часть намного приятнее и продуманнее чем вторая. По сюжету может и уступает, но по геймдизайну уровней и стилистике, геймплею. Эта часть намного лучше. Графика: приятная глазу, так и не скажешь, что игра 2014 года. Сюжет: прикольный, динамичный, немного затянутый. 8 из 10 немцев в шкафу!",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,27.8.2023,Положительный
чем больше нацистов - тем меньше нацистов!,Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13.8.2023,Положительный
"Фашисты захватывают весь мир, у них передовые технологий, загибают всех под себя
Так же гребаный Бласковиц с психическим расстройством и множеством травм: да по##бать мне",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11.8.2023,Положительный
Бандера перевернулся в гробу когда увидел во что я играю! 10 фрицов из 10.,Любой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,8.8.2023,Положительный
я люблю убивать фашистов :),Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,7.8.2023,Положительный
Я нацист мама,Любой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5.8.2023,Положительный
Суть игры-мочить нацистов,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.8.2023,Положительный
"один из лучших шутеров в которые я играл
косить нацистов пачками после тяжелого рабочего дня приносит мне некое расслабление, чувство схожее с медитацией)",Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,25.7.2023,Положительный
"Хотя разработчики оформили преемственность в части главных сюжетных линий с предыдущими играми посредством введения ключевых персонажей из ранних игр и прологовой миссии, это фактически переиздание и переосмысление всей франшизы. Они отошли от мистики и чертовщины в сторону технологий, не впадая в крайности и не вникая в тонкости -   киберпанщина на минималках. Убер-зольдаты и роботы есть, но напоминают они стальных монстров из американских авто-шоу, а не скай-фай арты. А ""секрет успеха"" Третьего рейха, по моему, представляет собой тонкий троллинг, стеб над всеми основами нацизма - показательно в этой части письмо с разочарованиями одного из коммандантов в Нью Колоссус. 
Би Джей, хоть и остался по прежнему ""машиной массового уничтожения сраных нацистов"", но выглядит человеком, который даже способен сомневаться и жалеть о сделанном выборе. 
И, конечно же, главная находка, эврика ""возрождения"" серии игр - это хрупкая, нежная, но ""со стальным стержнем внутри"" Аня Олива. Которая по сути спасла как жизнь Бласковица (и не один раз, если внимательно читать, почему клиника родителей Ани просуществовала до 60-х годов), так и его душу. Дав вторую часть смысла его жизни - созидательную, надежду на спокойное нормальное будущее без вечной борьбы. 
Так что по сюжетной революции (учитывая резкость, контрастность перехода) новые части франшизы мне понравились.
Также разработчики от души поработали над разнообразие локаций. Тут и тюрьма и подходы к ней, и канализации (ну куда же без нее любимой), и дно океана, и планетарий, и даже космическая база. Снимаю шляпу и говорю отдельное спасибо за всё это ""пиршество для глаз"".     
Минусы относятся скорее не персонально к Нью Ордер, а к всему жанру экшон-шутеров. Добавленные элементы стелса, хоть и выглядят логичными с точки зрения прохождения, но сделаны очень неуклюже. Нацисты на любой сложности, даже Убере, поразительно слепы и тупы - никаких сложностей с ними не возникало, кроме моей собственной невнимательности.  
В общем итоге, впечатления очень положительные. Если не строить из себя супер-пупер-снупера и не ныть по поводу баллистики, отдачи, прицелов и убойности на расстоянии (идите в Тарков и калду, господа), то мочить нацистов за нового старого Бласковица это всегда было и есть круто и кайфово.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19.7.2023,Положительный
симулятор СВО,Любой,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,19.7.2023,Положительный
"Игра хорошая, особенно нациков мочить одно удовольствие",Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13.7.2023,Положительный
"Если в 2014 году игра была по многим критериям хороша, то в 2023 она играбельна только если вы хотите погрузиться в антураж убийств нациков или кроме калды в другие шутаны не играли.

Боёвка: Она что-то между тиром из Калды и Думом. В Думе у тебя нон-стопом идёт динамичное мясо, а тут ты всё время прерываешься из-за порой неудобного построения карт, в котором не развернуться и отстреливаешься из укрытий. Но и просто ""тупым"" тиром не назвать, приходится обходить, резать сетки, заряжать свои пушки.

Стелс: Он как бы есть, но он вполовину всратый. 
Нельзя перетаскивать и прятать трупы, враги интуитивно понимают где ты, если тебя уже заметили (хотя ты мог уже в спину прокрасться), но они почти в упор игнорят тебя, ИИ спокойно может забить болт на труп своего друга-болванчика, даже когда вплотную его видит.

Сюжет: Обычный. С дырами. 
Вот вы ""типа по стелсу"" прыгаете в воду, чтобы попасть в убежище, а потом вы загоняете вертушки в ангар, крадёте самую мощную подлодку с ядерными кодами... а всемогущий рейх не может вычислить какую-то кучку оборванцев из сопротивления и пресечь их.
Вот вы делаете рандомную херню, чтобы поднасрать рейху, а теперь вы идёте убивать антагониста первой главы. Это не выглядит, как какой-то план, где конечная цель убить Черепа, нет. Если бы людей из сопротивления не увели в крепость Черепа, то на Черепа бы и не напали.

Персонажи: Есть интересные персонажи и взаимодействия с ними. Есть персонажи на которых всё равно. А есть Джей, который по кд долбит свою дурь, играет на электрогитаре, ВООБЩЕ НИХЕРА НЕ ДЕЛАЕТ, даже во время диалогов с другими персонажами ведёт себя как мудак, и чмырит ""белых американцев"", потому что они когда-то ущемляли чёрных и они тоже поэтому типа нацики.
Если не учитывать Джея, то персонажи, их озвучки и их истории в целом неплохие.

Набор пушек: скомканный набор из ножа, пистолета, автомата, дробовика + акимбо (который занимает слоты, хотя можно через отдельную кнопку взять две пушки) и двух лазерных пушек. Ракетница у автомата вообще разочаровала. Если попало не прямо в противника, то его не убьёт взрывом.

Графоний: Ок, но с кучей мыла. Для 2014 сойдёт. 

Атмосфера: Величественная, мрачная, с роботами и технологическим прогрессом. Мне понравилось. Но то что за всю игру ни одного германского работяги я так и не встретил, а только солдаты. Хоть и слегка, но негативно влияет на атмосферу.

Боссы: Мне не понравились. Там где ожидаешь, что босса надо перестрелять из всего, что есть. Но нет, в итоге его надо по-умному как-то гасить, находя слабые точки, даже не используя и 90% своего арсенала.

В целом, если вы не играли в нормальные шутаны, но хотите пострелять, то эта часть Вольфенштейна может вам зайти. В ином случае только ради атмосферы и антуража советую почекать.",30+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,7.7.2023,Положительный
"Я, как украинец, скажу, что игра весьма реалистична. Мой прадед бы одобрил, рекомендую, бодрый шутан на пару вечерков",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14.6.2023,Положительный
нацики 1,Любой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,25.5.2023,Положительный
"Не работает на win10! Не покупайте если у вас что-то новее win7. В сообществе steam куча советов по запуску, но они могут не помочь (мне не помогло отключение оверлея стим, режим совместимости с win 7 и запуск от администратора, ни запуск диспетчера задач, ни дополнительные параметры запуска). Поиграл 4 часа и после перезагрузки игра стала вылетать через 10 минут игры. До этого несколько раз проходил игру полностью и всё работало.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,10.5.2023,Отрицательный
"Пожалуй единственный на момент написания обзора приятный мне чисто шутер. Безусловно, хотелось бы видеть больше в данном тайтле, но на неплохой-нормальный проект точно тянет.
- стрельба радует
- импонирует сетинг 
- сюжет, как минимум лучше, чем колда или батла.
Реально на последней сложности отбегать, но я бы рекомендовал ставить предпоследнюю, чтоб не перепроходить некоторые места из-за своей тупости по 15 раз.
Жаль, что нет 144 фпс и за повышенную сложность не дают бонусов, да и меняется она в реальном времени, вместе с тем отдельный респект разрабам, что кормят героя победившего нацистов - собачим кормом :)
(Шутеры не безнадежные, хочется верить, что когда-то в этом жанре я найду по истине великий проект, который станет мне любимой игрой и не буду обходить стороной данный жанр)",23-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,9.4.2023,Положительный
"багованная хрень, оптимизации для 144 фпс нет, при прохождении происходит баг, из за которого игру пройти дальше невозможно, дрон вылетает из танка и падает под текстуры",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.4.2023,Отрицательный
"Очень интересная ,драматичная история и брутальный шутер ,а мочить нацистов это прекрасно! 
Трек ""Mick Gordon - The New Order"" великолепен!

",17-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1.4.2023,Положительный
класная игра. кайфовая. хайл гитлер мазафака,Любой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,25.3.2023,Положительный
"Прошел за 1 присест
Прикольный шутан
Не сказать что я прям фанат Wolfenstein, однако мне зашло, история прикольная, от нее прям веет пафосом и наивностью боевиков из 80-ых и 90-ых
Однозначно советую к прохождению тем, кто хочет просто побегать и пострелять в нацистов, нет сложных механик, нет головоломок, только мясо и хардкор
Ух, сколько боли я испытал на мосту и в замке, 10 ракетчиков из 10",17-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,9.3.2023,Положительный
Симулятор путешествия по Украине,Любой,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1.3.2023,Положительный
Ураганный шутер где Би Джей Бласковиц множит на ноль орды нацистов.,17-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,24.2.2023,Положительный
Теперь я фашист,Любой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14.2.2023,Положительный
"ЕВРЕЙ, ОБОССАВШИЙ ТРЕТИЙ РЕЙХ",Любой,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4.2.2023,Положительный
Веселая нарезка нацистов без смс и регистрации,Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,31.1.2023,Положительный
"Игру получил даром. Ну как даром - дропнуся кейс в КС , а он оказался не простым, а за 150 грн , в тот момент как раз это творение так и стоило по скидке. Решил купить, так как как-то видел отрывки роликов с фюрером , думаю ""ай да отстрелю ему усы""  (в этой части его не оказалось)

Кроме сеттинга и сюжета (сюжет с натяжкой) ничего хорошего в этой игре нет. 
1) ГЕЙМПЛЕЙ - отстой: 
а) Стрельба что от бедра что с мушки - в точности разницы никакой, только мушка забирает весь обзор; 
б) Стелс - это вообще смех , с метанием ножа можно почти все миссии пройти, боты тупо не видят трупы своих товарищей , или с расстояния 5 метров не видят как вы режете оных, или сразу в крайность - видят вас с другого конца уровня; 
в) Если вам кажется что вы можете где-то пролезть или запрыгнуть на какой-то ящик, то охладите ваш пыл, вы пройдете только там где задумано по сюжету или левелдизайну, даже если отверстие размером с форточку, ваш бычара туда пролезет;  
2) ЛЕВЕЛДИЗАЙН - отстой: 
коридоры-коридоры-коридоры-открытая поляна для синематика-коридоры-коридоры-коридоры; 
3) ЗВУК - отстой: Стреляешь с огромного станкового пулемёта или с дамского пистолета разницы в громкости звука никакой - такое впечатление как будто вы мельком слышите звуки стрельбы вашего кента который играет в батлу в соседней комнате на колонках, туда-же взрывы, шаги, речь и тд - звук отвратный и тихий; 
4) ЛОКАЛИЗАЦИЯ - отстой:
Тут ничего нового, слышишь что персонаж говорит одно , субтитры пишут другое совсем ( не то чтобы прям по смыслу другое, ГГ или нпц толкнул нормальный такой спич  , локализатор перевёл всё в два слова, букв жалко чтоли ?
5) СЮЖЕТ - ну такое
Стандартная возня про ""нас 20+ человек сопротивления , но всё делать будешь ты, пока мы почилим в бункере , как закончишь - звони, заберём. Ой а нас еще с бункера украли, половину убили - спаси нас"" в маштабах Европы
6) СЕТТИНГ - вот тут збс
Чё тут говорить, нацики по всей Европе ? - Получите! Робо-наци-собаки? Забирайте! Нацики со своей базой на Луне? - Давайте два! Сеттинг реально крут ,тут постарались и сценаристы и художники

Но опять же минусов тьма , а игра извините меня 2014-го , тогда уже могли делать нормальные игры и средние студии, да и до того времени тоже. Плюс в конце игра ""намекает"" посмотреть субтитры , мол в конце будет сцена - а вот нет, просто полюбуйтесь списком бездарей.

В общем: 
Если хотите под пивас пострелять нациков на Луне - берите по скидке и стреляйте. 
Если хотите на серьёзных щах поиграть в достойный шутер - проходите мимо
",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,29.1.2023,Отрицательный
русские мужики после бухича оказались в украине и начали мочить хохлов и пендосов,Любой,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3.1.2023,Положительный
"Все, что касается ролевых механик, в игре выполнено очень неплохо. Про сюжетные миссии можно забыть на долгое время: Breakpoint дает игроку свободу действий на уровне чуть ли не Gothic или The Elder Scrolls. Развитие персонажа многогранное и вариативное: нам доступны четыре базовых класса и десятки умений. Среди них встречаются такие полезные и неординарные способности, как применение штурмового набора для проникновения на любой объект и так далее. Отдельные слоты отведены под оружие, шлемы, жилеты, штаны, обувь и перчатки — изучать и примерять трофеи не менее интересно, чем в Diablo. 

Просторную карту можно часами исследовать в свободном режиме, на привалах есть смысл заняться крафтом, а экономическая система работает как швейцарские часы — игровая валюта не будет лежать бесполезной кучкой цифр. Можно легко провести с игрой час-два, позабыв про такие привычные для отряда «Призраков» дела, как перестрелки и взрывы.

Стелс в Breakpoint особенно хорош. Рекламная компания, как обычно, приукрасила все на грани вранья: за «Призраками» никто особо не охотится, почувствовать себя загнанной жертвой не выйдет даже близко. Враги постно патрулируют свои заскриптованные тропинки. Но скрытное прохождение играется прекрасно. Передвижение на корточках и ползком, незаметное плавание под водой, очень удобный дрон-разведчик, мгновенные убийства зазевавшегося врага — именно в стелсе обнаруживаются лучшие геймплейные моменты. Особый шик — возможность изваляться в грязи для маскировки, как это делал герой Арни в «Хищнике».

Пару слов о скандале. Breakpoint — это игра, которую Ubisoft предлагает купить за 2999 рублей, отдать еще пару тысяч за Season Pass или тройку — за набор цифровых плюшек Ultimate. При этом в ней содержится еще и внутренний магазин, в котором за реальные деньги можно приобрести абсолютно все. Если к дорогой косметике для персонажей мы все уже привыкли, то элитный БТР, доступный за «реал» с первых секунд игры, в таком проекте выглядит неуместно и жадно. Хорошо хоть система подбора игроков учитывает по отдельности уровень персонажей и уровень их снаряжения: понагибать в онлайне не выйдет. А вот сломать прохождение миссий — запросто. Даже этого хватило, чтобы игроки и журналисты сгрызли Breakpoint живьем: на данный момент часть товаров убрали из магазина, но вернут позже.

Также стоит упрекнуть разработчиков за графику. Выглядит Ghost Recon Breakpoint неплохо, но не более. Это не уровень современного блокбастера от признанных мастеров своего дела. На максимальных настройках вы можете отметить скудное оформление лесной флоры, очень скромную траву и кустарники, детализацию моделей уровня прошлого поколения консолей... Лицевая анимация просто ужасна — причем крупные планы нам показывают регулярно. Да, картинка порой неплоха за счет мягких тонов, повсеместного сглаживания и грамотной работы со светом. Но столь же нередко она огорчает, особенно на фоне дважды упомянутой The Division 2.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8.12.2023,Положительный
"игра прикольная жалко мало чернокожих врагов кайфанул на миссии с убийством того негра
",Любой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,6.12.2023,Положительный
